date,exact_matches,mean_hmm_cost,median_hmm_cost,rejected,scorpio,total,total_hmm_cost,inserted
2021-07-20,0,2.0,2.0,0,B.1.1.318-like,1,2.0,1
2021-07-20,2,3.5,1.5,2,Gamma (P.1-like),12,42.0,8
2021-07-20,4,8.0,2.0,4,.,13,104.0,5
2021-07-20,4,1.59,1.0,0,Delta (B.1.617.2-like) +K417N,17,27.0,13
2021-07-20,8,3.56,2.0,7,Mu (B.1.621-like),32,114.0,17
2021-07-20,0,3.25,2.5,0,Iota (B.1.526-like),4,13.0,4
2021-07-20,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-07-20,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-07-20,0,5.0,5.0,0,Beta (B.1.351-like),1,5.0,1
2021-07-21,1064,0.76,0.0,0,Delta (AY.4-like),2087,1589.0,1023
2021-07-21,1018,1.04,1.0,11,Delta (B.1.617.2-like),2160,2240.0,1131
2021-07-21,27,0.38,0.0,0,Delta (AY.4.2-like),42,16.0,15
2021-07-21,16,1.6,1.0,1,Mu (B.1.621-like),40,64.0,23
2021-07-21,18,1.8,1.0,0,Alpha (B.1.1.7-like),50,90.0,32
2021-07-21,3,1.94,2.0,0,Gamma (P.1-like),16,31.0,13
2021-07-21,1,1.0,1.0,0,Beta (B.1.351-like),3,3.0,2
2021-07-21,4,12.65,7.0,8,.,17,215.0,5
2021-07-21,8,0.87,0.0,0,Delta (B.1.617.2-like) +K417N,15,13.0,7
2021-07-21,0,4.5,4.5,1,Lambda (C.37-like),2,9.0,1
2021-07-22,941,1.04,1.0,18,Delta (B.1.617.2-like),2122,2208.0,1163
2021-07-22,1288,0.75,0.0,0,Delta (AY.4-like),2515,1885.0,1227
2021-07-22,25,0.46,0.0,0,Delta (AY.4.2-like),41,19.0,16
2021-07-22,17,1.93,1.0,1,Alpha (B.1.1.7-like),46,89.0,28
2021-07-22,1,2.5,2.5,0,Gamma (P.1-like),16,40.0,15
2021-07-22,0,4.67,5.0,1,Beta (B.1.351-like),3,14.0,2
2021-07-22,0,4.0,4.0,0,B.1.1.318-like,1,4.0,1
2021-07-22,3,7.75,5.0,4,.,8,62.0,1
2021-07-22,8,1.55,1.0,0,Mu (B.1.621-like),20,31.0,12
2021-07-22,5,1.26,1.0,0,Delta (B.1.617.2-like) +K417N,19,24.0,14
2021-07-23,1253,0.76,0.0,0,Delta (AY.4-like),2483,1882.0,1230
2021-07-23,892,0.95,1.0,5,Delta (B.1.617.2-like),1930,1836.0,1033
2021-07-23,25,0.67,0.0,0,Delta (AY.4.2-like),43,29.0,18
2021-07-23,7,2.47,1.0,3,Mu (B.1.621-like),19,47.0,9
2021-07-23,19,2.11,1.0,2,Alpha (B.1.1.7-like),55,116.0,34
2021-07-23,1,3.5,3.5,0,Beta (B.1.351-like),2,7.0,1
2021-07-23,3,1.33,1.0,0,Delta (B.1.617.2-like) +K417N,12,16.0,9
2021-07-23,3,3.18,1.0,1,Gamma (P.1-like),11,35.0,7
2021-07-23,2,6.44,2.0,4,.,16,103.0,10
2021-07-23,0,3.5,3.5,0,Iota (B.1.526-like),2,7.0,2
2021-07-24,1105,0.76,0.0,0,Delta (AY.4-like),2161,1633.0,1056
2021-07-24,668,0.97,1.0,6,Delta (B.1.617.2-like),1441,1393.0,767
2021-07-24,18,0.71,0.0,0,Delta (AY.4.2-like),35,25.0,17
2021-07-24,7,1.38,1.0,0,Delta (B.1.617.2-like) +K417N,16,22.0,9
2021-07-24,15,1.16,1.0,0,Alpha (B.1.1.7-like),32,37.0,17
2021-07-24,1,0.0,0.0,0,Beta (B.1.351-like),1,0.0,0
2021-07-24,4,1.89,1.0,1,Mu (B.1.621-like),9,17.0,4
2021-07-24,1,5.0,5.0,1,Gamma (P.1-like),5,25.0,3
2021-07-24,0,6.0,6.0,0,Lambda (C.37-like),1,6.0,1
2021-07-24,0,1.0,1.0,0,.,1,1.0,1
2021-07-25,816,0.98,1.0,6,Delta (B.1.617.2-like),1752,1723.0,930
2021-07-25,1548,0.78,0.0,0,Delta (AY.4-like),3066,2393.0,1518
2021-07-25,29,0.52,0.0,0,Delta (AY.4.2-like),50,26.0,21
2021-07-25,12,0.88,1.0,0,Alpha (B.1.1.7-like),25,22.0,13
2021-07-25,2,5.0,1.5,1,.,8,40.0,5
2021-07-25,1,2.0,2.0,0,Gamma (P.1-like),8,16.0,7
2021-07-25,3,2.86,1.0,2,Mu (B.1.621-like),14,40.0,9
2021-07-25,0,3.0,3.0,0,Lambda (C.37-like),1,3.0,1
2021-07-25,2,0.6,1.0,0,Delta (B.1.617.2-like) +K417N,5,3.0,3
2021-07-25,0,4.0,4.0,0,B.1.1.7-like+E484K,1,4.0,1
2021-07-26,1219,0.77,0.0,1,Delta (AY.4-like),2370,1821.0,1150
2021-07-26,17,0.58,0.0,0,Delta (AY.4.2-like),31,18.0,14
2021-07-26,1074,1.04,1.0,9,Delta (B.1.617.2-like),2327,2412.0,1244
2021-07-26,3,0.75,0.0,0,Delta (B.1.617.2-like) +K417N,4,3.0,1
2021-07-26,6,2.5,1.5,3,Mu (B.1.621-like),24,60.0,15
2021-07-26,31,1.43,1.0,1,Alpha (B.1.1.7-like),76,109.0,44
2021-07-26,6,9.75,1.5,8,.,20,195.0,6
2021-07-26,2,2.91,2.0,1,Gamma (P.1-like),11,32.0,8
2021-07-26,4,0.86,0.0,0,Beta (B.1.351-like),7,6.0,3
2021-07-26,0,9.0,9.0,1,B.1.1.318-like,1,9.0,0
2021-07-26,0,2.0,2.0,0,Iota (B.1.526-like),1,2.0,1
2021-07-26,0,7.0,7.0,0,Lambda (C.37-like),1,7.0,1
2021-07-27,1305,0.73,0.0,0,Delta (AY.4-like),2428,1769.0,1123
2021-07-27,25,0.46,0.0,0,Delta (AY.4.2-like),39,18.0,14
2021-07-27,1183,1.08,1.0,20,Delta (B.1.617.2-like),2590,2810.0,1387
2021-07-27,2,0.67,0.0,0,B.1.1.7-like+E484K,3,2.0,1
2021-07-27,40,1.43,1.0,1,Alpha (B.1.1.7-like),95,136.0,54
2021-07-27,12,0.74,1.0,0,Beta (B.1.351-like),27,20.0,15
2021-07-27,5,8.66,6.0,10,.,29,251.0,14
2021-07-27,1,2.58,1.5,1,Gamma (P.1-like),12,31.0,10
2021-07-27,8,2.73,1.0,3,Mu (B.1.621-like),22,60.0,11
2021-07-27,9,0.67,0.0,0,Delta (B.1.617.2-like) +K417N,12,8.0,3
2021-07-27,0,3.0,3.0,0,Iota (B.1.526-like),2,6.0,2
2021-07-27,0,6.0,6.0,0,Lambda (C.37-like),1,6.0,1
2021-07-28,1450,0.7,0.0,1,Delta (AY.4-like),2696,1899.0,1245
2021-07-28,1343,1.01,1.0,14,Delta (B.1.617.2-like),2950,2977.0,1593
2021-07-28,22,0.64,0.0,0,Delta (AY.4.2-like),39,25.0,17
2021-07-28,8,1.37,1.0,1,Gamma (P.1-like),27,37.0,18
2021-07-28,2,1.67,0.0,0,B.1.1.318-like,3,5.0,1
2021-07-28,8,4.47,1.0,2,.,17,76.0,7
2021-07-28,8,1.22,1.0,0,Delta (B.1.617.2-like) +K417N,23,28.0,15
2021-07-28,44,1.24,1.0,0,Alpha (B.1.1.7-like),95,118.0,51
2021-07-28,16,0.55,0.0,0,Beta (B.1.351-like),29,16.0,13
2021-07-28,0,5.0,5.0,0,Eta (B.1.525-like),1,5.0,1
2021-07-28,10,2.15,1.0,3,Mu (B.1.621-like),27,58.0,14
2021-07-28,0,7.33,6.0,1,Lambda (C.37-like),3,22.0,2
2021-07-28,1,0.0,0.0,0,Iota (B.1.526-like),1,0.0,0
2021-07-29,1801,0.72,0.0,1,Delta (AY.4-like),3239,2322.0,1437
2021-07-29,1511,1.09,1.0,16,Delta (B.1.617.2-like),3332,3635.0,1805
2021-07-29,26,0.76,1.0,0,Delta (AY.4.2-like),58,44.0,32
2021-07-29,20,2.04,2.0,1,Alpha (B.1.1.7-like),57,116.0,36
2021-07-29,3,2.0,2.0,0,Gamma (P.1-like),18,36.0,15
2021-07-29,6,13.64,11.0,16,.,28,382.0,6
2021-07-29,13,0.28,0.0,0,Beta (B.1.351-like),18,5.0,5
2021-07-29,8,1.94,1.0,2,Mu (B.1.621-like),33,64.0,23
2021-07-29,11,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,24,24.0,13
2021-07-29,0,3.0,3.0,0,B.1.1.318-like,1,3.0,1
2021-07-29,0,2.0,2.0,0,Iota (B.1.526-like),1,2.0,1
2021-07-30,1552,1.07,1.0,18,Delta (B.1.617.2-like),3397,3623.0,1827
2021-07-30,1363,0.69,0.0,1,Delta (AY.4-like),2449,1690.0,1085
2021-07-30,10,2.8,1.0,4,Mu (B.1.621-like),25,70.0,11
2021-07-30,29,0.58,0.0,0,Delta (AY.4.2-like),50,29.0,21
2021-07-30,13,0.95,0.0,0,Delta (B.1.617.2-like) +K417N,22,21.0,9
2021-07-30,16,1.61,1.0,1,Alpha (B.1.1.7-like),38,61.0,21
2021-07-30,0,6.0,6.0,1,B.1.1.318-like,2,12.0,1
2021-07-30,2,0.33,0.0,0,Beta (B.1.351-like),3,1.0,1
2021-07-30,3,13.0,4.0,10,.,23,299.0,10
2021-07-30,1,6.0,4.0,3,Lambda (C.37-like),7,42.0,3
2021-07-30,4,2.95,2.0,0,Gamma (P.1-like),20,59.0,16
2021-07-31,1167,1.01,1.0,14,Delta (B.1.617.2-like),2483,2501.0,1302
2021-07-31,1287,0.71,0.0,0,Delta (AY.4-like),2332,1652.0,1045
2021-07-31,24,0.54,0.0,0,Delta (AY.4.2-like),35,19.0,11
2021-07-31,3,1.36,1.0,0,Delta (B.1.617.2-like) +K417N,14,19.0,11
2021-07-31,5,2.18,1.0,1,Alpha (B.1.1.7-like),22,48.0,16
2021-07-31,1,19.43,24.0,6,.,7,136.0,0
2021-07-31,5,0.0,0.0,0,Beta (B.1.351-like),5,0.0,0
2021-07-31,10,2.33,0.0,2,Gamma (P.1-like),18,42.0,6
2021-07-31,12,1.92,1.0,3,Mu (B.1.621-like),25,48.0,10
2021-07-31,0,1.0,1.0,0,B.1.1.7-like+E484K,1,1.0,1
2021-07-31,0,6.0,6.0,0,Lambda (C.37-like),1,6.0,1
2021-08-01,1053,0.71,0.0,0,Delta (AY.4-like),1932,1372.0,879
2021-08-01,1083,1.11,1.0,18,Delta (B.1.617.2-like),2430,2700.0,1329
2021-08-01,28,0.38,0.0,0,Delta (AY.4.2-like),40,15.0,12
2021-08-01,13,1.97,1.0,2,Alpha (B.1.1.7-like),34,67.0,19
2021-08-01,6,1.5,1.5,0,Delta (B.1.617.2-like) +K417N,14,21.0,8
2021-08-01,8,1.0,0.0,0,Beta (B.1.351-like),12,12.0,4
2021-08-01,5,2.0,2.0,1,Mu (B.1.621-like),14,28.0,8
2021-08-01,1,5.0,2.5,1,Gamma (P.1-like),6,30.0,4
2021-08-01,0,15.25,8.0,3,.,4,61.0,1
2021-08-01,0,8.0,8.0,1,Lambda (C.37-like),1,8.0,0
2021-08-02,1607,1.06,1.0,20,Delta (B.1.617.2-like),3559,3768.0,1932
2021-08-02,1260,0.71,0.0,1,Delta (AY.4-like),2309,1639.0,1048
2021-08-02,9,1.74,2.0,0,Delta (B.1.617.2-like) +K417N,23,40.0,14
2021-08-02,26,0.6,0.0,0,Delta (AY.4.2-like),48,29.0,22
2021-08-02,0,11.89,14.0,5,.,9,107.0,4
2021-08-02,7,1.86,1.0,1,Alpha (B.1.1.7-like),22,41.0,14
2021-08-02,11,1.24,0.0,1,Gamma (P.1-like),21,26.0,9
2021-08-02,15,0.89,0.0,0,Mu (B.1.621-like),28,25.0,13
2021-08-02,0,1.5,1.5,0,Lambda (C.37-like),2,3.0,2
2021-08-02,0,8.0,8.0,1,Beta (B.1.351-like),1,8.0,0
2021-08-02,0,1.0,1.0,0,Iota (B.1.526-like),1,1.0,1
2021-08-03,1771,1.04,1.0,15,Delta (B.1.617.2-like),3954,4109.0,2168
2021-08-03,1525,0.71,0.0,1,Delta (AY.4-like),2758,1946.0,1232
2021-08-03,27,0.78,1.0,0,Delta (AY.4.2-like),59,46.0,32
2021-08-03,31,1.36,1.0,1,Alpha (B.1.1.7-like),91,124.0,59
2021-08-03,4,2.1,1.0,1,Beta (B.1.351-like),10,21.0,5
2021-08-03,2,3.81,3.0,3,Gamma (P.1-like),16,61.0,11
2021-08-03,3,7.8,4.0,4,.,15,117.0,8
2021-08-03,11,2.19,2.0,2,Mu (B.1.621-like),27,59.0,14
2021-08-03,13,1.29,1.0,1,Delta (B.1.617.2-like) +K417N,34,44.0,20
2021-08-03,1,0.0,0.0,0,Lambda (C.37-like),1,0.0,0
2021-08-03,0,2.0,2.0,0,B.1.1.318-like,1,2.0,1
2021-08-03,0,4.5,4.5,0,Iota (B.1.526-like),2,9.0,2
2021-08-04,1731,0.7,0.0,0,Delta (AY.4-like),3126,2201.0,1395
2021-08-04,1592,1.08,1.0,31,Delta (B.1.617.2-like),3540,3808.0,1917
2021-08-04,42,0.48,0.0,0,Delta (AY.4.2-like),64,31.0,22
2021-08-04,0,10.5,10.5,2,Beta (B.1.351-like),2,21.0,0
2021-08-04,1,2.64,2.0,0,Alpha (B.1.1.7-like),11,29.0,10
2021-08-04,14,0.84,0.0,0,Delta (B.1.617.2-like) +K417N,25,21.0,11
2021-08-04,9,1.64,0.0,1,Gamma (P.1-like),14,23.0,4
2021-08-04,1,17.5,13.5,5,.,8,140.0,2
2021-08-04,5,3.27,1.0,2,Mu (B.1.621-like),15,49.0,8
2021-08-04,0,1.0,1.0,0,Iota (B.1.526-like),1,1.0,1
2021-08-04,0,3.0,3.0,0,Lambda (C.37-like),2,6.0,2
2021-08-05,1560,0.66,0.0,1,Delta (AY.4-like),2653,1745.0,1092
2021-08-05,1364,1.11,1.0,24,Delta (B.1.617.2-like),3183,3529.0,1795
2021-08-05,22,0.42,0.0,0,Delta (AY.4.2-like),33,14.0,11
2021-08-05,4,3.0,1.0,1,Mu (B.1.621-like),11,33.0,6
2021-08-05,6,1.14,1.0,0,Delta (B.1.617.2-like) +K417N,14,16.0,8
2021-08-05,17,0.93,1.0,0,Alpha (B.1.1.7-like),45,42.0,28
2021-08-05,4,7.71,4.0,4,.,14,108.0,6
2021-08-05,5,2.61,2.0,2,Gamma (P.1-like),18,47.0,11
2021-08-05,2,1.0,0.0,0,Lambda (C.37-like),3,3.0,1
2021-08-06,1350,0.72,0.0,0,Delta (AY.4-like),2379,1701.0,1029
2021-08-06,1397,1.09,1.0,19,Delta (B.1.617.2-like),3113,3391.0,1697
2021-08-06,8,1.53,1.0,1,Alpha (B.1.1.7-like),17,26.0,8
2021-08-06,1,8.0,6.0,3,.,6,48.0,2
2021-08-06,6,3.94,3.0,4,Gamma (P.1-like),16,63.0,6
2021-08-06,3,3.12,2.0,2,Mu (B.1.621-like),16,50.0,11
2021-08-06,26,0.24,0.0,0,Delta (AY.4.2-like),34,8.0,8
2021-08-06,3,1.27,1.0,0,Delta (B.1.617.2-like) +K417N,15,19.0,12
2021-08-06,0,7.0,7.0,0,Beta (B.1.351-like),1,7.0,1
2021-08-06,0,6.0,6.0,1,Lambda (C.37-like),3,18.0,2
2021-08-06,0,3.0,3.0,0,B.1.1.7-like+E484K,1,3.0,1
2021-08-06,0,1.0,1.0,0,B.1.1.318-like,1,1.0,1
2021-08-07,873,1.07,1.0,15,Delta (B.1.617.2-like),1979,2118.0,1091
2021-08-07,1369,0.69,0.0,0,Delta (AY.4-like),2385,1643.0,1016
2021-08-07,2,1.75,1.5,0,Delta (B.1.617.2-like) +K417N,8,14.0,6
2021-08-07,26,0.47,0.0,0,Delta (AY.4.2-like),43,20.0,17
2021-08-07,0,7.0,7.0,0,B.1.1.318-like,1,7.0,1
2021-08-07,3,1.86,1.0,1,Mu (B.1.621-like),7,13.0,3
2021-08-07,1,4.6,2.0,1,Alpha (B.1.1.7-like),5,23.0,3
2021-08-07,0,5.0,5.0,1,.,3,15.0,2
2021-08-07,2,5.14,6.0,2,Gamma (P.1-like),7,36.0,3
2021-08-07,0,7.5,7.5,1,Lambda (C.37-like),2,15.0,1
2021-08-08,1249,0.7,0.0,1,Delta (AY.4-like),2233,1563.0,983
2021-08-08,708,1.07,1.0,12,Delta (B.1.617.2-like),1578,1691.0,858
2021-08-08,34,0.53,0.0,0,Delta (AY.4.2-like),55,29.0,21
2021-08-08,1,2.0,1.0,0,Alpha (B.1.1.7-like),6,12.0,5
2021-08-08,1,1.4,1.0,0,Mu (B.1.621-like),5,7.0,4
2021-08-08,0,7.0,7.0,0,.,1,7.0,1
2021-08-08,1,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,1,0.0,0
2021-08-08,0,3.0,3.0,0,Gamma (P.1-like),2,6.0,2
2021-08-08,0,14.0,14.0,1,Lambda (C.37-like),1,14.0,0
2021-08-09,1010,1.18,1.0,18,Delta (B.1.617.2-like),2501,2958.0,1473
2021-08-09,1115,0.67,0.0,0,Delta (AY.4-like),1940,1292.0,825
2021-08-09,26,0.39,0.0,0,Delta (AY.4.2-like),41,16.0,15
2021-08-09,6,1.69,1.0,1,Alpha (B.1.1.7-like),13,22.0,6
2021-08-09,3,2.62,2.0,1,Mu (B.1.621-like),13,34.0,9
2021-08-09,0,4.88,4.0,2,Gamma (P.1-like),8,39.0,6
2021-08-09,0,2.5,2.0,1,Delta (B.1.617.2-like) +K417N,8,20.0,7
2021-08-09,1,4.6,2.0,2,.,5,23.0,2
2021-08-09,0,5.5,5.5,2,Lambda (C.37-like),4,22.0,2
2021-08-10,1486,0.67,0.0,0,Delta (AY.4-like),2628,1749.0,1142
2021-08-10,1209,1.14,1.0,14,Delta (B.1.617.2-like),2896,3300.0,1673
2021-08-10,0,10.5,10.5,2,Beta (B.1.351-like),2,21.0,0
2021-08-10,3,1.58,1.0,1,Delta (B.1.617.2-like) +K417N,12,19.0,8
2021-08-10,51,0.48,0.0,0,Delta (AY.4.2-like),75,36.0,24
2021-08-10,5,2.78,0.0,1,Mu (B.1.621-like),9,25.0,3
2021-08-10,0,15.2,3.0,2,.,5,76.0,3
2021-08-10,0,4.5,3.5,1,Gamma (P.1-like),4,18.0,3
2021-08-10,0,1.75,1.0,0,Alpha (B.1.1.7-like),4,7.0,4
2021-08-10,1,0.0,0.0,0,B.1.1.318-like,1,0.0,0
2021-08-10,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-08-11,808,1.13,1.0,18,Delta (B.1.617.2-like),1819,2054.0,993
2021-08-11,1074,0.68,0.0,0,Delta (AY.4-like),1919,1299.0,845
2021-08-11,41,0.51,0.0,0,Delta (AY.4.2-like),67,34.0,26
2021-08-11,1,1.27,1.0,0,Delta (B.1.617.2-like) +K417N,11,14.0,10
2021-08-11,3,0.0,0.0,0,Mu (B.1.621-like),3,0.0,0
2021-08-11,5,2.0,2.0,0,Alpha (B.1.1.7-like),13,26.0,8
2021-08-11,0,5.0,5.0,0,B.1.1.318-like,1,5.0,1
2021-08-11,1,0.0,0.0,0,Gamma (P.1-like),1,0.0,0
2021-08-11,0,1.0,1.0,0,.,3,3.0,3
2021-08-12,1564,0.65,0.0,0,Delta (AY.4-like),2704,1745.0,1140
2021-08-12,847,1.08,1.0,8,Delta (B.1.617.2-like),1915,2075.0,1060
2021-08-12,49,0.45,0.0,0,Delta (AY.4.2-like),75,34.0,26
2021-08-12,6,1.0,0.0,0,Delta (B.1.617.2-like) +K417N,8,8.0,2
2021-08-12,0,4.0,4.0,1,Alpha (B.1.1.7-like),5,20.0,4
2021-08-12,0,11.0,11.0,2,Gamma (P.1-like),2,22.0,0
2021-08-12,1,8.75,1.0,1,.,4,35.0,2
2021-08-12,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-08-13,0,5.5,5.5,0,.,2,11.0,2
2021-08-13,963,0.73,0.0,2,Delta (AY.4-like),1749,1274.0,784
2021-08-13,488,1.14,1.0,14,Delta (B.1.617.2-like),1057,1204.0,555
2021-08-13,5,2.0,1.0,1,Delta (B.1.617.2-like) +K417N,11,22.0,5
2021-08-13,35,0.46,0.0,0,Delta (AY.4.2-like),54,25.0,19
2021-08-13,0,5.0,5.0,0,B.1.1.318-like,1,5.0,1
2021-08-13,0,2.5,2.5,0,Alpha (B.1.1.7-like),2,5.0,2
2021-08-13,0,1.5,1.5,0,Mu (B.1.621-like),2,3.0,2
2021-08-14,438,1.09,1.0,8,Delta (B.1.617.2-like),948,1031.0,502
2021-08-14,1237,0.73,0.0,0,Delta (AY.4-like),2295,1671.0,1058
2021-08-14,48,0.58,0.0,0,Delta (AY.4.2-like),74,43.0,26
2021-08-14,4,0.0,0.0,0,Delta (B.1.617.2-like) +K417N,4,0.0,0
2021-08-14,3,0.0,0.0,0,Mu (B.1.621-like),3,0.0,0
2021-08-14,1,3.33,2.0,1,Alpha (B.1.1.7-like),3,10.0,1
2021-08-14,0,11.0,11.0,1,.,1,11.0,0
2021-08-15,1683,0.71,0.0,2,Delta (AY.4-like),3037,2148.0,1352
2021-08-15,484,1.01,1.0,6,Delta (B.1.617.2-like),1046,1058.0,556
2021-08-15,53,0.45,0.0,0,Delta (AY.4.2-like),83,37.0,30
2021-08-15,0,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,1,1.0,1
2021-08-15,0,6.5,6.5,1,Gamma (P.1-like),2,13.0,1
2021-08-15,0,14.0,14.0,1,.,1,14.0,0
2021-08-15,0,4.0,4.0,0,Alpha (B.1.1.7-like),1,4.0,1
2021-08-15,0,2.0,2.0,0,Mu (B.1.621-like),1,2.0,1
2021-08-16,584,1.28,1.0,15,Delta (B.1.617.2-like),1475,1893.0,876
2021-08-16,1312,0.68,0.0,0,Delta (AY.4-like),2312,1569.0,1000
2021-08-16,36,0.77,0.0,0,Delta (AY.4.2-like),70,54.0,34
2021-08-16,1,1.75,1.5,0,Alpha (B.1.1.7-like),4,7.0,3
2021-08-16,0,11.0,11.0,1,Mu (B.1.621-like),1,11.0,0
2021-08-16,0,5.5,5.5,1,Gamma (P.1-like),2,11.0,1
2021-08-16,0,1.0,1.0,0,Lambda (C.37-like),1,1.0,1
2021-08-16,0,1.75,1.0,0,Delta (B.1.617.2-like) +K417N,4,7.0,4
2021-08-16,0,6.5,6.5,1,.,2,13.0,1
2021-08-16,0,3.0,3.0,0,Iota (B.1.526-like),1,3.0,1
2021-08-17,1558,0.72,0.0,0,Delta (AY.4-like),2847,2042.0,1289
2021-08-17,866,1.25,1.0,20,Delta (B.1.617.2-like),2041,2546.0,1155
2021-08-17,66,0.44,0.0,0,Delta (AY.4.2-like),98,43.0,32
2021-08-17,3,1.57,1.0,0,Delta (B.1.617.2-like) +K417N,7,11.0,4
2021-08-17,0,4.75,5.0,0,Gamma (P.1-like),4,19.0,4
2021-08-17,1,2.0,1.5,0,Alpha (B.1.1.7-like),6,12.0,5
2021-08-17,1,0.67,1.0,0,Mu (B.1.621-like),3,2.0,2
2021-08-18,0,1.0,1.0,0,.,1,1.0,1
2021-08-18,1861,0.67,0.0,0,Delta (AY.4-like),3335,2242.0,1474
2021-08-18,933,1.18,1.0,20,Delta (B.1.617.2-like),2094,2463.0,1141
2021-08-18,75,0.66,0.0,0,Delta (AY.4.2-like),134,88.0,59
2021-08-18,0,8.75,8.0,3,Mu (B.1.621-like),4,35.0,1
2021-08-18,0,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,1,1.0,1
2021-08-19,50,0.62,0.0,0,Delta (AY.4.2-like),93,58.0,43
2021-08-19,1514,0.65,0.0,4,Delta (AY.4-like),2537,1644.0,1019
2021-08-19,676,1.24,1.0,20,Delta (B.1.617.2-like),1531,1896.0,835
2021-08-19,1,2.0,2.0,0,Delta (B.1.617.2-like) +K417N,5,10.0,4
2021-08-19,0,3.0,3.0,0,B.1.1.318-like,1,3.0,1
2021-08-19,0,6.0,6.0,0,Alpha (B.1.1.7-like),3,18.0,3
2021-08-19,1,2.75,3.0,0,Mu (B.1.621-like),4,11.0,3
2021-08-19,0,13.33,14.0,6,Gamma (P.1-like),6,80.0,0
2021-08-19,0,5.0,5.0,0,.,1,5.0,1
2021-08-19,0,5.0,5.0,0,Beta (B.1.351-like),1,5.0,1
2021-08-20,1158,0.69,0.0,0,Delta (AY.4-like),2018,1388.0,860
2021-08-20,849,1.49,1.0,32,Delta (B.1.617.2-like),2526,3755.0,1645
2021-08-20,46,0.51,0.0,0,Delta (AY.4.2-like),72,37.0,26
2021-08-20,3,1.09,1.0,0,Delta (B.1.617.2-like) +K417N,11,12.0,8
2021-08-20,1,5.75,3.0,1,Alpha (B.1.1.7-like),4,23.0,2
2021-08-20,2,1.75,1.5,0,Mu (B.1.621-like),4,7.0,2
2021-08-20,0,6.0,8.0,2,Gamma (P.1-like),3,18.0,1
2021-08-20,0,3.0,3.0,0,B.1.1.318-like,1,3.0,1
2021-08-21,1472,0.69,0.0,2,Delta (AY.4-like),2605,1789.0,1131
2021-08-21,641,1.2,1.0,8,Delta (B.1.617.2-like),1459,1748.0,810
2021-08-21,88,0.5,0.0,0,Delta (AY.4.2-like),136,68.0,48
2021-08-21,2,1.0,1.0,0,Delta (B.1.617.2-like) +K417N,6,6.0,4
2021-08-21,13,3.72,2.0,9,.,39,145.0,17
2021-08-21,0,2.0,2.0,0,Mu (B.1.621-like),2,4.0,2
2021-08-21,9,0.73,0.0,0,Epsilon (B.1.429-like),15,11.0,6
2021-08-21,9,0.33,0.0,0,Epsilon (B.1.427-like),12,4.0,3
2021-08-22,616,1.07,1.0,9,Delta (B.1.617.2-like),1417,1517.0,792
2021-08-22,80,0.72,0.0,0,Delta (AY.4.2-like),143,103.0,63
2021-08-22,1651,0.71,0.0,2,Delta (AY.4-like),2992,2130.0,1339
2021-08-22,0,3.25,4.0,0,Delta (B.1.617.2-like) +K417N,4,13.0,4
2021-08-22,0,2.0,2.0,0,Alpha (B.1.1.7-like),5,10.0,5
2021-08-22,0,2.0,2.0,0,Gamma (P.1-like),1,2.0,1
2021-08-23,1672,0.7,0.0,2,Delta (AY.4-like),2958,2062.0,1284
2021-08-23,808,1.29,1.0,14,Delta (B.1.617.2-like),2084,2680.0,1262
2021-08-23,43,1.82,1.0,2,Alpha (B.1.1.7-like),98,178.0,53
2021-08-23,99,0.49,0.0,0,Delta (AY.4.2-like),150,74.0,51
2021-08-23,0,12.18,9.0,7,.,11,134.0,4
2021-08-23,4,1.29,0.0,0,Eta (B.1.525-like),7,9.0,3
2021-08-23,2,2.8,3.0,1,B.1.617.1-like,5,14.0,2
2021-08-23,0,23.0,23.0,1,B.1.617.3-like,1,23.0,0
2021-08-23,0,16.0,16.0,1,B.1.1.318-like,1,16.0,0
2021-08-23,3,1.14,1.0,0,Delta (B.1.617.2-like) +K417N,7,8.0,4
2021-08-23,0,1.0,1.0,0,Mu (B.1.621-like),1,1.0,1
2021-08-24,1673,0.67,0.0,0,Delta (AY.4-like),2987,2006.0,1314
2021-08-24,1042,1.52,1.0,39,Delta (B.1.617.2-like),3159,4810.0,2078
2021-08-24,91,0.56,0.0,0,Delta (AY.4.2-like),140,78.0,49
2021-08-24,3,1.56,1.0,0,Delta (B.1.617.2-like) +K417N,9,14.0,6
2021-08-24,55,1.72,1.0,4,Alpha (B.1.1.7-like),146,251.0,87
2021-08-24,1,1.67,1.0,0,B.1.1.318-like,3,5.0,2
2021-08-24,2,13.5,12.5,8,.,14,189.0,4
2021-08-24,3,2.5,3.0,0,B.1.617.1-like,8,20.0,5
2021-08-24,2,3.33,2.5,1,Eta (B.1.525-like),6,20.0,3
2021-08-24,2,1.25,0.5,0,Beta (B.1.351-like),4,5.0,2
2021-08-24,1,2.25,2.5,0,Gamma (P.1-like),4,9.0,3
2021-08-24,2,1.4,1.0,0,Mu (B.1.621-like),5,7.0,3
